"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043062","GO:0043062","extracellular structure organization","91/2655","332/18860",0.274096385542169,1.94706509654437,7.04695790716876,1.13484738600817e-10,2.29608920378788e-08,1.67641301728641e-08,"ADAMTS8/MMP11/TIE1/FOXF1/CAV1/RECK/SLC39A8/RAMP2/CAV2/ENG/ADAMTSL2/ITGA8/WT1/LRP1/TIMP3/LAMA2/FGFR4/PRICKLE1/PLOD2/MFAP4/COL6A6/FOXF2/CLASP2/FKBP10/PRDX4/TGFBR3/APBB2/ABI3BP/ADAMTS4/WNT3A/MYH11/CTSG/COL1A1/NPNT/TPSAB1/PRSS1/MMP12/BMP2/GPM6B/IL6/SERPINH1/KLK7/NTN4/MMP19/NDNF/MMP7/ADAMTSL4/KAZALD1/MMP28/LCP1/DDR2/FERMT1/COL4A3/ADAMTS1/ECM2/LOXL2/MATN3/LOXL1/SPINT2/CRISPLD2/TNFRSF1B/ADAM8/PPARG/LTBP4/SULF1/FBLN1/MMP1/COL11A1/CTSS/APLP1/SPINT1/SPOCK2/FLRT2/FBLN5/PHLDB2/COL4A4/MMP9/CHADL/CSGALNACT1/ADTRP/TMPRSS6/KLK5/DPT/THSD4/COMP/COL14A1/MMP10/HPN/GREM1/SERPINB5/MMP17",91
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","27/2655","52/18860",0.519230769230769,3.6883963494133,7.85761482254305,1.18546070540839e-10,2.29608920378788e-08,1.67641301728641e-08,"CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/SKA3/KNTC1/SKA1/APC/XRCC3/ZWILCH/FBXO5/MAD2L2/PRAP1/DUSP1",27
"GO:1905819","GO:1905819","negative regulation of chromosome separation","27/2655","52/18860",0.519230769230769,3.6883963494133,7.85761482254305,1.18546070540839e-10,2.29608920378788e-08,1.67641301728641e-08,"CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/SKA3/KNTC1/SKA1/APC/XRCC3/ZWILCH/FBXO5/MAD2L2/PRAP1/DUSP1",27
"GO:0045229","GO:0045229","external encapsulating structure organization","91/2655","333/18860",0.273273273273273,1.9412180542124,7.01417973683726,1.34948087514631e-10,2.53314326948457e-08,1.84949014376695e-08,"ADAMTS8/MMP11/TIE1/FOXF1/CAV1/RECK/SLC39A8/RAMP2/CAV2/ENG/ADAMTSL2/ITGA8/WT1/LRP1/TIMP3/LAMA2/FGFR4/PRICKLE1/PLOD2/MFAP4/COL6A6/FOXF2/CLASP2/FKBP10/PRDX4/TGFBR3/APBB2/ABI3BP/ADAMTS4/WNT3A/MYH11/CTSG/COL1A1/NPNT/TPSAB1/PRSS1/MMP12/BMP2/GPM6B/IL6/SERPINH1/KLK7/NTN4/MMP19/NDNF/MMP7/ADAMTSL4/KAZALD1/MMP28/LCP1/DDR2/FERMT1/COL4A3/ADAMTS1/ECM2/LOXL2/MATN3/LOXL1/SPINT2/CRISPLD2/TNFRSF1B/ADAM8/PPARG/LTBP4/SULF1/FBLN1/MMP1/COL11A1/CTSS/APLP1/SPINT1/SPOCK2/FLRT2/FBLN5/PHLDB2/COL4A4/MMP9/CHADL/CSGALNACT1/ADTRP/TMPRSS6/KLK5/DPT/THSD4/COMP/COL14A1/MMP10/HPN/GREM1/SERPINB5/MMP17",91
"GO:0031577","GO:0031577","spindle checkpoint signaling","26/2655","49/18860",0.530612244897959,3.76924555132788,7.85634669468054,1.38959133853623e-10,2.53314326948457e-08,1.84949014376695e-08,"CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/SKA3/KNTC1/SKA1/APC/XRCC3/ZWILCH/MAD2L2/PRAP1/DUSP1",26
"GO:0010975","GO:0010975","regulation of neuron projection development","113/2655","448/18860",0.252232142857143,1.79175073984396,6.86505588615304,1.85152477294436e-10,3.27878586934547e-08,2.39389624026701e-08,"MDK/CRABP2/CDC20/SEMA3G/SLIT2/EZH2/MACF1/PTK2B/RAPGEF2/TWF1/ARHGAP44/SHANK3/BMPR2/NEGR1/ANKRD1/APBB1/TRPV2/AMIGO1/ZEB2/KLF4/SCARF1/MYCBP2/NDRG4/PAFAH1B1/ULK2/MAPRE3/YWHAH/SEMA5A/PTPN1/CX3CL1/EPHB2/RTN4RL1/PPP2R5B/PPP3CA/PREX1/HECW2/LRRK2/MT3/DENND5A/NOVA2/COBL/STYXL1/WNT3A/INPP5F/MFSD2A/RTN4/FKBP4/PLXNA3/TSKU/HES1/CAMK2G/RUFY3/PRKCI/CHODL/KNDC1/SERPINI1/CHN1/KAT2B/ROBO2/EPHB3/PTPRG/SCN1B/MAP2K1/LPAR3/DAB2/FEZ1/PMP22/MBOAT1/NR2F1/OBSL1/NDNF/SPP1/SPOCK1/PLXNC1/TBC1D24/FGF13/DDR2/TNFRSF12A/CNTN1/CCDC88A/MAGI2/DBN1/NEDD4L/RAP2A/GDI1/STMN3/CAMK1D/MAG/EPHA4/LRP4/BMP7/BRSK1/ATP1B2/NTRK2/SEMA3A/MAP1B/LZTS1/TRPC6/MAP6/NGEF/CXCL12/MAP2/TNIK/SFRP1/SEMA4D/BMP5/NTRK3/PTK6/ENC1/SNAP25/NRCAM/CTNNA2/KLK6",113
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","27/2655","53/18860",0.509433962264151,3.6188039654621,7.72766412533967,2.09277398466331e-10,3.55310866827956e-08,2.59418389037785e-08,"CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/SKA3/KNTC1/SKA1/APC/XRCC3/ZWILCH/FBXO5/MAD2L2/PRAP1/DUSP1",27
"GO:0032970","GO:0032970","regulation of actin filament-based process","104/2655","402/18860",0.258706467661692,1.83774161209021,6.87223289726642,2.12108778196747e-10,3.55310866827956e-08,2.59418389037785e-08,"KANK3/PRKCE/SPTBN1/S1PR1/SLIT2/PPM1F/ARHGEF15/CGNL1/ECT2/CAV1/PTK2B/DIXDC1/TWF1/ADD1/ARHGAP44/SHANK3/INPP5K/ATP1A2/DLC1/ESAM/ARHGEF26/RHPN2/MYADM/ZEB2/ARAP2/PTGER4/SPTAN1/EVL/APOA1/SSH2/DSP/LMOD1/DAAM2/SYNPO/PIK3R1/CDC42EP2/SEMA5A/LIMCH1/TMOD2/LRP1/CX3CL1/PKP2/PLEKHH2/CSF3/GMFG/PREX1/TNNC1/WASF3/ARHGEF10/CLASP2/CYFIP2/KANK2/AKAP13/DVL3/SYNPO2/NEDD9/HCK/JAM3/CDC42EP5/GPM6B/RHOBTB2/ARHGEF19/RHOD/RND1/NCKAP1L/JUP/PLEKHG2/FZD10/ARHGAP18/ALOX15/VIL1/BAIAP2L1/EDN1/EPHA1/FGF13/ARHGEF16/GJA5/VANGL2/CCDC88A/FAM107A/DSG2/F2RL1/CAMK2D/RAC3/PDE4B/RAB40B/DSC2/PDGFRB/RGS4/HCLS1/BAIAP2L2/PLEK/PHLDB2/BIN1/NGEF/CXCL12/CORO2B/RAC2/CCL24/SFRP1/CCL21/WASF1/PLN/CTNNA2",104
"GO:0051306","GO:0051306","mitotic sister chromatid separation","30/2655","64/18860",0.46875,3.32980225988701,7.55689531973422,2.94377384579209e-10,4.80145007795247e-08,3.5056187709308e-08,"UBE2C/CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/DLGAP5/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/ESPL1/SKA3/KNTC1/SKA1/APC/XRCC3/ZWILCH/FBXO5/MAD2L2/PRAP1/DUSP1",30
"GO:0060485","GO:0060485","mesenchyme development","92/2655","347/18860",0.265129682997118,1.88336942422812,6.72257684356493,6.01414119237896e-10,9.55785823342687e-08,6.97835168314093e-08,"MDK/SEMA3G/EZH2/FOXF1/SOX4/BMPR2/MEF2C/ZEB2/ACVRL1/HMGA2/SEMA6B/TAPT1/ENG/WNT10A/HNRNPAB/SIX4/EMP2/WT1/SEMA5A/FAM83D/SEMA5B/TGFBR2/TBX3/DACT3/APC/EDNRB/PRICKLE1/SMAD7/NRTN/SCRIB/TAF10/TMEM100/FOXF2/TCF21/CLASP2/ZNF703/TGFBR3/RPS7/WNT3A/GLIPR2/MAPK1/SIX1/RTN4/COL1A1/SMO/HES1/IL1B/MAD2L2/BMP2/IL6/SEMA4B/ROBO2/PPP3R1/OVOL2/DAB2/EDNRA/LAMA5/EDN1/TBX5/RADIL/LOXL2/HEYL/QKI/DSG2/OLFM1/HEY2/SEMA6A/ADAM8/WNT2/LEF1/SIX2/TWIST1/IL17RD/DCHS1/EPHA4/OSR1/BMP7/SEMA3A/HOXA5/MESP1/VASN/WNT11/MSX1/SFRP1/NCAM1/BASP1/SEMA4D/HPN/MEOX1/BMP5/GREM1/FOXA2",92
"GO:0051983","GO:0051983","regulation of chromosome segregation","47/2655","134/18860",0.350746268656716,2.49155353177615,7.01351628478972,7.70473614927333e-10,1.1938488663299e-07,8.71648965940159e-08,"UBE2C/CDC20/CCNB1/PLK1/BIRC5/AURKB/KIF2C/CDCA8/ZWINT/CDK1/NUF2/MAD2L1/TRIP13/BUB1/DLGAP5/TTK/NDC80/RMI2/SPC25/CENPF/BUB1B/SPC24/NCAPH/ACTL6A/TACC3/SMARCA2/CDC6/ESPL1/SKA3/NCAPG/KNTC1/RCC2/SKA1/NCAPG2/NCAPD2/APC/HECW2/SMC4/XRCC3/ZWILCH/FBXO5/MAD2L2/BCL7C/KAT2B/MAPK15/PRAP1/DUSP1",47
"GO:0060562","GO:0060562","epithelial tube morphogenesis","91/2655","344/18860",0.26453488372093,1.87914422108352,6.6608988120089,8.43687765279381e-10,1.27540896809795e-07,9.31197356337884e-08,"MDK/STARD13/RSPO2/SLIT2/TIE1/FOXF1/HHIP/PAX8/DLC1/MEF2C/TIMELESS/ZEB2/LUZP1/ACVRL1/HMGA2/NDRG4/CTHRC1/ENG/SIX4/MMRN2/STIL/HOXB7/RASIP1/WT1/TGFBR2/TBX3/PRICKLE1/TFAP2C/LGR4/SCRIB/PRKACB/TCF21/ESR1/RPS7/COBL/WNT3A/SIX1/SOX17/MICAL2/SMO/PHB2/LCN2/NPNT/HES1/DLL4/WNT6/BMP2/KIF20B/LHX1/PPP3R1/OVOL2/EDNRA/RARG/AGTR2/LAMA5/ITGAX/BTRC/FGF1/EDN1/KDR/VANGL2/ST14/SPINT2/SOSTDC1/PRKX/WNT2/LEF1/RNF207/SIX2/TWIST1/CTSH/MYCN/DCHS1/EPHA4/OSR1/BMP7/PERP/SPINT1/HOXA5/CXCL10/MESP1/WNT11/FGF2/SFRP1/LGR5/GPC3/IRX2/LRP2/BMP5/GREM1/LHX2",91
"GO:0032835","GO:0032835","glomerulus development","32/2655","74/18860",0.432432432432432,3.07181758029216,7.22798578993341,9.85487704174996e-10,1.45429828344682e-07,1.06180742863366e-07,"TEK/PECAM1/MEF2C/CD24/CD34/ANGPT1/PDGFB/GPR4/WT1/EDNRB/LGR4/PPP3CA/TCF21/HES1/LHX1/PLCE1/EDNRA/AGTR2/EDN1/COL4A3/VANGL2/HEYL/MAGI2/SULF1/PDGFRB/OSR1/BMP7/AQP1/COL4A4/EGR1/BASP1/FOXJ1",32
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","40/2655","107/18860",0.373831775700935,2.65554323529929,6.95126930739973,1.64424903675127e-09,2.37001291390335e-07,1.73038595079406e-07,"UBE2C/CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/CDK1/NUF2/MAD2L1/TRIP13/BUB1/DLGAP5/TTK/NDC80/RMI2/SPC25/CENPF/BUB1B/SPC24/ACTL6A/TACC3/SMARCA2/CDC6/ESPL1/SKA3/KNTC1/SKA1/APC/HECW2/XRCC3/ZWILCH/FBXO5/MAD2L2/BCL7C/KAT2B/MAPK15/PRAP1/DUSP1",40
"GO:0098813","GO:0098813","nuclear chromosome segregation","86/2655","323/18860",0.26625386996904,1.89135517424335,6.54032607901875,1.73907221867957e-09,2.44972036622182e-07,1.78858169093385e-07,"UBE2C/TPX2/CDC20/CCNB1/PLK1/PTTG1/CCNB2/BIRC5/MYBL2/AURKB/KIF2C/TOP2A/NUSAP1/CDCA8/ZWINT/CDK1/PTTG3P/NUF2/MAD2L1/TRIP13/ECT2/CDT1/NEK2/KIF11/AURKA/BUB1/DLGAP5/DCAF13/TTK/KIF23/NDC80/PRC1/RMI2/SPC25/CENPF/RCC1/BUB1B/RACGAP1/SPC24/CCNE1/KIF18B/NCAPH/KIF4A/ACTL6A/SPAG5/KIFC1/TACC3/CENPK/SMARCA2/CDC6/ESPL1/SKA3/NCAPG/KNTC1/RCC2/SKA1/CHEK2/NCAPG2/MND1/NCAPD2/FAM83D/UHRF1/DYNC1H1/APC/KIF22/PRICKLE1/HECW2/KIF18A/ARHGEF10/FANCD2/CLASP2/SMC4/XRCC3/ZWILCH/FBXO5/MAD2L2/BCL7C/KAT2B/TUBG2/RNF212/REC8/MAPK15/PRAP1/SYCE2/DUSP1/CHMP4C",86
"GO:0050900","GO:0050900","leukocyte migration","100/2655","397/18860",0.251889168765743,1.78931439658076,6.4337061008389,2.22654323744456e-09,3.06669221904031e-07,2.2390431293039e-07,"MDK/AGER/S1PR1/SLIT2/PTK2B/PECAM1/SIRPA/STAT5B/CD34/DAPK2/SPN/LYVE1/PTGER4/PAFAH1B1/IL33/CCL23/EMP2/PDGFB/PPIA/PIK3R1/SFTPD/SELE/SELP/CX3CL1/EDNRB/EDN2/PREX1/SELPLG/MAPK1/CD69/CTSG/RTN4/ALOX5/IL16/MIR223/MPP1/PIP5K1C/ARTN/STK10/S100A12/IL1B/ITGAL/NEDD9/P2RY12/HCK/FPR2/ZP3/CD99L2/CXCL3/JAM3/IL34/LRCH1/IL6/GNAI1/SPI1/ANO6/C5AR1/DOCK8/FLT1/NCKAP1L/MSN/EDN1/PPBP/MMP28/SPNS2/CH25H/DUSP1/F2RL1/CMKLR1/CX3CR1/ADAM8/JAM2/RAC3/PDE4B/CAMK1D/ICAM1/PLA2G1B/ZNF580/THBS1/PERP/CCR1/SELL/CXCL10/PGF/TNFRSF18/CXCL12/ADTRP/CCL28/ITGA4/SCG2/RAC2/CCL24/APOD/FOXJ1/CCL21/CCR2/BMP5/GREM1/PADI2/CXCL13",100
"GO:0060541","GO:0060541","respiratory system development","67/2655","231/18860",0.29004329004329,2.06034517898925,6.56334993602788,2.6295420198006e-09,3.54302205189655e-07,2.58681948355213e-07,"RSPO2/CCBE1/FOXF1/HEG1/HHIP/ABCA3/BMPR2/EPAS1/TIMELESS/HMGA2/AIMP2/SIX4/RBP4/ADAMTSL2/WT1/SFTPD/STRA6/TGFBR2/EDN2/TCF21/THRA/ASS1/FLT4/HSD11B1/MAPK1/SIX1/HES1/MMP12/SPDEF/FGFRL1/TBX4/BMP2/NKIRAS1/PPP3R1/FGF18/MAP2K1/DISP1/THRB/RARG/LAMA5/RCN3/FGF1/KLF2/TBX5/KDR/LIPA/VANGL2/CHI3L1/CRISPLD2/CHD7/RAB3A/WNT2/LEF1/MME/CTSH/MYCN/CLCN2/HOXA5/CLDN18/FGF7/WNT11/FGF2/MSX1/BASP1/FOXJ1/GPC3/AGR2",67
"GO:0007162","GO:0007162","negative regulation of cell adhesion","86/2655","326/18860",0.263803680981595,1.87395006527792,6.44284843827323,2.82233995879418e-09,3.72188575842688e-07,2.71741085842244e-07,"MDK/PPM1F/CDKN2A/DAPL1/CDH13/MBP/DLC1/MYADM/KLF4/SPN/ACVRL1/ADORA2A/VTCN1/IL4I1/DUSP3/APOA1/RCC2/ANGPT1/PIK3R1/SEMA5A/SFTPD/PTPN1/CX3CL1/EPHB2/JAK2/SMAD7/SCRIB/PRNP/CLASP2/SH2B3/ZNF703/ASS1/CD69/LRRC32/CTSG/HLX/COL1A1/LPXN/HLA-E/SCGB1A1/MAD2L2/SOCS1/MMP12/JAM3/BMP2/PDE3B/SPI1/YWHAG/UBASH3B/MAP2K1/EPCAM/CD37/RND1/SPOCK1/PLXNC1/PTPRC/DUSP1/VSIG4/FAM107A/CEBPB/SPINT2/TNFAIP8L2/SPRY4/SEMA6A/FGL1/FBLN1/BMP6/ADAMDEC1/EPHA4/DACT2/THBS1/PHLDB2/LILRB2/CXCL12/CORO2B/ADTRP/LAPTM5/CCL28/CEACAM1/DTX1/APOD/FOXJ1/CD274/SEMA4D/PDCD1LG2/CCL21",86
"GO:0002685","GO:0002685","regulation of leukocyte migration","67/2655","233/18860",0.28755364806867,2.04265981264599,6.48210726371075,3.87711198849078e-09,5.00632085513872e-07,3.65519834178111e-07,"MDK/AGER/SLIT2/PTK2B/DAPK2/SPN/LYVE1/PTGER4/IL33/PIK3R1/SELE/SELP/CX3CL1/EDN2/MAPK1/CD69/RTN4/MIR223/MPP1/STK10/NEDD9/P2RY12/FPR2/ZP3/CD99L2/JAM3/IL34/LRCH1/IL6/SPI1/ANO6/C5AR1/DOCK8/NCKAP1L/MSN/EDN1/MMP28/SPNS2/DUSP1/F2RL1/CMKLR1/CX3CR1/ADAM8/JAM2/RAC3/CAMK1D/ICAM1/ZNF580/THBS1/PERP/CCR1/CXCL10/PGF/TNFRSF18/CXCL12/ADTRP/CCL28/ITGA4/RAC2/CCL24/APOD/CCL21/CCR2/BMP5/GREM1/PADI2/CXCL13",67
"GO:0048762","GO:0048762","mesenchymal cell differentiation","76/2655","278/18860",0.273381294964029,1.94198539473506,6.4045322160514,4.33557207216405e-09,5.42156247699827e-07,3.95837317447319e-07,"MDK/SEMA3G/EZH2/MEF2C/ZEB2/HMGA2/SEMA6B/TAPT1/ENG/WNT10A/HNRNPAB/EMP2/SEMA5A/FAM83D/SEMA5B/TGFBR2/TBX3/DACT3/EDNRB/SMAD7/NRTN/SCRIB/TMEM100/FOXF2/TCF21/CLASP2/ZNF703/TGFBR3/RPS7/GLIPR2/MAPK1/SIX1/RTN4/COL1A1/SMO/HES1/IL1B/MAD2L2/BMP2/IL6/SEMA4B/PPP3R1/OVOL2/DAB2/EDNRA/LAMA5/EDN1/TBX5/RADIL/LOXL2/HEYL/QKI/DSG2/OLFM1/HEY2/SEMA6A/ADAM8/WNT2/LEF1/SIX2/TWIST1/IL17RD/EPHA4/OSR1/BMP7/SEMA3A/VASN/WNT11/MSX1/SFRP1/NCAM1/SEMA4D/HPN/BMP5/GREM1/FOXA2",76
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","107/2655","439/18860",0.24373576309795,1.73139604219485,6.27617926923564,4.37363865520997e-09,5.42156247699827e-07,3.95837317447319e-07,"MDK/AGER/HSPD1/CD83/CDKN2A/SIRPB1/CAV1/SLC39A8/SOX4/DAPL1/PECAM1/IGFBP2/SIRPA/SOX12/CD24/PRKCZ/ACTL6A/STAT5B/SMARCA2/KLF4/SPN/ADORA2A/VTCN1/IL4I1/CYLD/DUSP3/ETS1/SFTPD/SELE/SELP/TGFBR2/JAK2/SMAD7/IL7R/PPP3CA/SCRIB/PRNP/SELPLG/OLR1/NR4A3/ASS1/CD69/LRRC32/IGF2/CTSG/ALOX5/HLX/PCK1/ZBTB16/STK10/HES1/HLA-E/IL1B/ITGAL/SCGB1A1/ZP3/IL6ST/SOCS1/IL6/RPS3/MAP3K8/YWHAG/CD37/DOCK8/NCKAP1L/FERMT3/MSN/PTPRC/EGR3/VSIG4/RASGRP1/CEBPB/CX3CR1/TNFAIP8L2/NFKBIZ/ADAM8/CD4/JAM2/FGL1/LEF1/RASAL3/SASH3/ITPKB/ICAM1/BMP7/CD5/LILRB2/SELL/CXCL12/ADTRP/CD44/LAPTM5/CCL28/ITGA4/CD6/RAC2/HLA-DRA/NT5E/DTX1/FOXJ1/CD274/SEMA4D/HLA-DRB5/PDCD1LG2/CCL21/CCR2/HLA-DQA2",107
"GO:0007059","GO:0007059","chromosome segregation","106/2655","434/18860",0.244239631336406,1.73497530960626,6.27002332551765,4.58165449313524e-09,5.46645337523637e-07,3.99114876787778e-07,"UBE2C/TPX2/CDC20/CCNB1/PLK1/PTTG1/CCNB2/BIRC5/MYBL2/AURKB/KIF2C/TOP2A/NUSAP1/CDCA8/ZWINT/CDK1/PTTG3P/NUF2/MAD2L1/TRIP13/ECT2/HJURP/CDT1/NEK2/KIF11/AURKA/BUB1/DLGAP5/DCAF13/TTK/KIF23/NDC80/PRC1/RMI2/SPC25/CENPF/RCC1/BUB1B/RACGAP1/MKI67/SPC24/CENPH/CCNE1/KIF18B/MIS18A/NCAPH/OIP5/KIF4A/ACTL6A/SPAG5/CENPM/KIFC1/TACC3/CENPK/SMARCA2/CCDC69/CDC6/ESPL1/SKA3/NCAPG/SRPK1/CENPW/KNTC1/RCC2/SKA1/MAPRE2/MAPRE3/CHEK2/STIL/NCAPG2/MND1/NCAPD2/FAM83D/UHRF1/DYNC1H1/APC/KIF22/PRICKLE1/CENPL/HECW2/KIF18A/ARHGEF10/FANCD2/CLASP2/SMC4/XRCC3/ZWILCH/TUBB/NUP37/SASS6/FBXO5/MAD2L2/BCL7C/SAC3D1/RPS3/HAUS8/KAT2B/CENPN/TUBG2/RNF212/REC8/MAPK15/PRAP1/SYCE2/DUSP1/CHMP4C",106
"GO:0050921","GO:0050921","positive regulation of chemotaxis","48/2655","145/18860",0.331034482758621,2.35152932008572,6.61274281637768,4.58624678141806e-09,5.46645337523637e-07,3.99114876787778e-07,"MDK/AGER/S1PR1/SLIT2/PPM1F/CDH13/PTK2B/BMPR2/DAPK2/HSPB1/PDGFB/SEMA5A/EDN2/MAPK1/IL16/ARTN/NEDD9/P2RY12/FPR2/IL34/IL6/SPI1/ANO6/FGF18/C5AR1/NCKAP1L/TPBG/EDN1/KDR/F2RL1/CMKLR1/CX3CR1/CAMK1D/ZNF580/PDGFRB/THBS1/PERP/CCR1/CXCL10/PGF/CXCL12/FGF2/SCG2/RAC2/CCL21/CCR2/NTRK3/CXCL13",48
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","66/2655","230/18860",0.28695652173913,2.03841807909605,6.41352521511058,5.53956648932921e-09,6.47815718884197e-07,4.72981059337165e-07,"MDK/TEK/PRKCE/PPM1F/PEAK1/CDKN2A/FOXF1/MACF1/CDH13/PTK2B/DLC1/CASS4/MYADM/ACVRL1/DUSP3/APOA1/RCC2/EMP2/PDGFB/UTRN/PIK3R1/LIMCH1/PTPN1/CX3CL1/JAK2/PKP2/PREX1/CLASP2/MINK1/ABI3BP/LIMS2/COL1A1/NPNT/CD36/NEDD9/MMP12/GPM6B/DAB2/RHOD/JUP/NDNF/SPOCK1/ALOX15/EPHA1/KDR/FERMT1/ECM2/FAM107A/SPRY4/RAC3/FBLN1/LEF1/PLAU/THBS1/SPOCK2/PHLDB2/CORO2B/CCL28/EDIL3/FGB/RAC2/SFRP1/APOD/CCL21/GREM1/AGR2",66
"GO:0050767","GO:0050767","regulation of neurogenesis","95/2655","378/18860",0.251322751322751,1.78529080600644,6.24265026771711,6.31486780076798e-09,7.24806493132592e-07,5.2919330751465e-07,"MDK/CRABP2/SEMA3G/SLIT2/EZH2/MACF1/RAPGEF2/SHANK3/BMPR2/NEGR1/TRPV2/AMIGO1/ZEB2/HMGA2/PAFAH1B1/LDLR/ULK2/E2F1/MAPRE3/DAAM2/CLCF1/YWHAH/SEMA5A/PRKCH/CX3CL1/EPHB2/LIG4/RHEB/PPP3CA/MT3/WDR62/WNT3A/RTN4/GATA2/SMO/PLXNA3/HES1/HMGB2/IL1B/RUFY3/PRKCI/IL6ST/CHODL/DLL4/BMP2/IL34/IL6/ROBO2/MAP2K1/LPAR3/EGR2/BTG2/OBSL1/RASSF10/SPP1/PLXNC1/TBC1D24/FGF13/TP53/TNFRSF12A/HEYL/HOXB3/QKI/DBN1/HEY2/CX3CR1/REST/CHD7/TNFRSF1B/GDI1/WNT2/LEF1/HES6/MME/MYCN/MAG/EPHA4/LRP4/BMP7/CLCN2/NTRK2/SPINT1/MAP1B/TRPC6/BIN1/MAP6/CXCL12/MAP2/FGF2/TGM2/BHLHE41/SEMA4D/LRP2/LHX2/NTRK3",95
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","37/2655","99/18860",0.373737373737374,2.65487264357321,6.68222750433382,6.70397456709443e-09,7.4629110106272e-07,5.4487957804192e-07,"UBE2C/CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/DLGAP5/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/ACTL6A/TACC3/SMARCA2/CDC6/ESPL1/SKA3/KNTC1/SKA1/APC/HECW2/XRCC3/ZWILCH/FBXO5/MAD2L2/BCL7C/MAPK15/PRAP1/DUSP1",37
"GO:0050878","GO:0050878","regulation of body fluid levels","97/2655","389/18860",0.249357326478149,1.77132925701616,6.22209269089837,6.74286893506168e-09,7.4629110106272e-07,5.4487957804192e-07,"PRKCE/WFS1/VWF/CAV1/HEG1/ATP6V1B1/F8/PEAR1/THBD/FLI1/SLC6A4/INPP5K/NEGR1/AKAP11/STAT5B/NME1/ADORA2A/HSPB1/SVEP1/GNAQ/STXBP1/ANGPT1/EMP2/MTX1/PDGFB/PPIA/TSPAN18/MMRN1/SELP/EPHB2/JAK2/EDNRB/PRICKLE1/PPP3CA/PRKACB/SH2B3/TFPI2/CAD/SCUBE1/WNT3A/CTSG/TLR4/NPR3/CD36/P2RY12/CPB2/IL6ST/DGKZ/IL6/ANO6/UBASH3B/HBB/PABPC4/KCNN4/TYRO3/FERMT3/ADRA2C/HSD11B2/AQP5/EDN1/RASA3/GJA5/F2RL1/CEL/F10/PLCG2/PROS1/FGL1/FBLN1/PLAT/AQP4/EMILIN2/AQP1/PRKCA/PLAU/THBS1/SERPIND1/PLEK/ENTPD2/CORO2B/ADTRP/FGB/PLA2G4A/CDO1/CEACAM1/SOCS2/BPIFA1/OXTR/COMP/SCNN1B/SERPINA1/CYP4F11/FOXA2/SCNN1G/AGR2/APOH/C4BPB",97
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","36/2655","95/18860",0.378947368421053,2.69188224799286,6.69151918084597,6.95135455320487e-09,7.5586834246954e-07,5.5187208170319e-07,"UBE2C/CDC20/CCNB1/PLK1/BIRC5/AURKB/CDCA8/ZWINT/NUF2/MAD2L1/TRIP13/BUB1/DLGAP5/TTK/NDC80/SPC25/CENPF/BUB1B/SPC24/ACTL6A/SMARCA2/CDC6/ESPL1/SKA3/KNTC1/SKA1/APC/HECW2/XRCC3/ZWILCH/FBXO5/MAD2L2/BCL7C/MAPK15/PRAP1/DUSP1",36
